experience_level,employment_type,remote_ratio,company_size,job_category,inflation_adj_salary,employee_residence_top,company_location_top
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,130004,United Kingdom,United Kingdom
Senior,Full-time,100,Medium,DS/AI Executive,126424,United States,United States
Senior,Full-time,0,Large,Data Analyst,111725,United States,United States
Senior,Full-time,0,Small,ML Engineer,318707,Other,Other
Senior,Full-time,0,Medium,Data Scientist,213167,United States,United States
Senior,Full-time,0,Medium,Data Engineer,191925,United States,United States
Senior,Full-time,0,Medium,Data Engineer,205926,Canada,Canada
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,190886,United States,United States
Senior,Full-time,0,Medium,Data Scientist,202455,United States,United States
Senior,Full-time,0,Medium,ML Engineer,112347,United Kingdom,United Kingdom
Senior,Full-time,0,Medium,Data Scientist,230306,United States,United States
Senior,Full-time,0,Medium,Data Analyst,99145,United States,United States
Senior,Full-time,100,Large,Data Scientist,69413,Other,Other
Senior,Full-time,100,Medium,DS/AI Executive,173834,United States,United States
Senior,Full-time,0,Medium,Data Engineer,121848,United States,United States
Senior,Full-time,0,Medium,Data Scientist,193414,United States,United States
Senior,Full-time,100,Medium,Data Scientist,115688,Other,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,75197,United States,United States
Mid/Intermediate level,Full-time,0,Medium,AI Engineer,138827,United States,United States
Mid/Intermediate level,Full-time,100,Large,Data Engineer,135660,United States,United States
Senior,Full-time,100,Medium,Data Engineer,155322,Canada,Canada
Entry level,Full-time,100,Medium,Data Analyst,60563,United States,United States
Senior,Full-time,100,Medium,Data Analyst,115688,United States,United States
Senior,Full-time,0,Medium,ML Engineer,277652,United States,United States
Senior,Full-time,100,Medium,Data Scientist,144611,United States,United States
Entry level,Full-time,100,Small,Data Engineer,51579,Other,Other
Senior,Full-time,100,Medium,Data Analyst,128007,United States,United States
Executive level,Full-time,100,Large,BI Analyst,181688,India,United States
Senior,Full-time,0,Medium,Data Engineer,226403,United States,United States
Senior,Full-time,0,Medium,Data Engineer,191743,United States,United States
Mid/Intermediate level,Full-time,100,Medium,ML Engineer,115688,United States,United States
Senior,Full-time,100,Medium,ML Engineer,281123,United States,United States
Senior,Full-time,100,Medium,Data Scientist,266083,United States,United States
Mid/Intermediate level,Full-time,50,Small,Data Scientist,72223,United Kingdom,United Kingdom
Entry level,Full-time,100,Medium,AI Engineer,36977,Other,Spain
Senior,Full-time,0,Medium,Data Analyst,199134,United States,United States
Senior,Full-time,100,Large,Data Analyst,242251,United States,United States
Senior,Full-time,0,Medium,Data Engineer,161802,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,155322,United States,United States
Senior,Full-time,0,Medium,Data Engineer,189729,United States,United States
Mid/Intermediate level,Full-time,100,Medium,ML Engineer,6021,Other,Other
Senior,Full-time,0,Medium,Data Engineer,246373,United States,United States
Senior,Full-time,100,Medium,Data Scientist,240632,United States,United States
Senior,Full-time,0,Medium,ML Engineer,166591,United States,United States
Senior,Full-time,0,Medium,ML Engineer,138827,United States,United States
Entry level,Full-time,50,Small,AI Engineer,56784,Other,Other
Mid/Intermediate level,Full-time,100,Medium,Data Scientist,125319,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,79446,United Kingdom,United Kingdom
Executive level,Full-time,0,Medium,Data Engineer,219594,United States,United States
Senior,Full-time,100,Medium,Data Analyst,166034,United States,United States
Senior,Full-time,0,Medium,BI Analyst,171390,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,239127,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,135580,Other,Other
Senior,Full-time,100,Medium,Data Analyst,80339,United States,United States
Senior,Full-time,100,Large,DS/AI Executive,174421,United States,United States
Senior,Full-time,0,Medium,ML Engineer,275296,United States,United States
Senior,Full-time,100,Medium,Data Engineer,310645,United States,United States
Mid/Intermediate level,Full-time,100,Medium,ML Engineer,143539,United States,United States
Senior,Full-time,0,Medium,Data Engineer,138504,United States,United States
Senior,Full-time,0,Medium,Data Analyst,128543,United States,United States
Entry level,Full-time,100,Medium,AI/ML Researcher,128543,United Kingdom,United Kingdom
Entry level,Full-time,100,Small,ML Engineer,24225,India,India
Senior,Full-time,100,Medium,ML Engineer,211710,United States,United States
Senior,Full-time,100,Large,ML Engineer,81349,Other,Other
Senior,Full-time,0,Medium,Data Analyst,161501,United States,United States
Mid/Intermediate level,Full-time,0,Medium,DS/AI Executive,113374,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,41047,India,India
Senior,Full-time,100,Medium,Data Scientist,152109,United States,United States
Mid/Intermediate level,Full-time,100,Medium,BI Analyst,90237,Other,Brazil
Executive level,Full-time,100,Medium,Data Engineer,134314,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,132827,United States,United States
Senior,Full-time,0,Medium,Data Engineer,212982,United States,United States
Senior,Full-time,0,Large,Data Engineer,181688,United States,United States
Senior,Full-time,0,Medium,Data Analyst,130364,United States,United States
Mid/Intermediate level,Contractor,100,Small,ML Engineer,32136,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Analyst,133620,United States,United States
Senior,Full-time,100,Medium,Data Analyst,187458,United States,United States
Senior,Full-time,100,Medium,Data Engineer,104119,United States,United States
Senior,Full-time,100,Medium,Data Analyst,94478,United States,United States
Senior,Contractor,100,Medium,Data Scientist,127182,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,75197,United States,United States
Senior,Full-time,100,Medium,Data Engineer,190886,United States,United States
Senior,Full-time,0,Medium,Data Engineer,173533,United States,United States
Mid/Intermediate level,Full-time,0,Large,Data Engineer,31574,Other,United States
Senior,Full-time,0,Medium,Data Analyst,142296,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Analyst,150395,United States,United States
Senior,Full-time,0,Medium,ML Engineer,219058,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,114640,United Kingdom,United Kingdom
Senior,Full-time,0,Medium,DS/AI Executive,138827,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Management,139255,United States,United States
Entry level,Full-time,0,Medium,Data Analyst,160678,United States,United States
Senior,Full-time,100,Medium,ML Engineer,194356,Canada,Canada
Senior,Full-time,0,Medium,Data Engineer,155023,United States,United States
Mid/Intermediate level,Full-time,50,Large,Data Scientist,42848,France,France
Senior,Full-time,0,Medium,Data Engineer,43139,Spain,Spain
Senior,Full-time,100,Medium,Data Analyst,115399,United States,United States
Senior,Full-time,0,Medium,Data Engineer,321357,United States,United States
Senior,Full-time,100,Medium,Data Engineer,138827,United States,United States
Senior,Full-time,0,Medium,Data Engineer,121472,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Scientist,138827,United States,United States
Entry level,Full-time,100,Small,Data Engineer,75197,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,122781,United Kingdom,United Kingdom
Senior,Full-time,100,Medium,Data Analyst,173619,United States,United States
Senior,Full-time,100,Medium,Data Engineer,134488,United States,United States
Senior,Full-time,100,Medium,Data Analyst,203554,United States,United States
Mid/Intermediate level,Full-time,50,Large,Data Analyst,20524,India,India
Mid/Intermediate level,Full-time,50,Large,Data Scientist,107640,Germany,Germany
Mid/Intermediate level,Full-time,50,Small,Data Scientist,52208,France,France
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,60737,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,87667,United Kingdom,United Kingdom
Senior,Full-time,100,Medium,Data Engineer,154251,United States,United States
Entry level,Full-time,100,Medium,Data Engineer,57778,United Kingdom,United Kingdom
Senior,Full-time,0,Medium,Data Scientist,207545,United States,United States
Senior,Full-time,100,Medium,Data Management,173533,United States,United States
Senior,Full-time,0,Medium,Data Scientist,161964,United States,United States
Senior,Full-time,100,Medium,ML Engineer,250765,United States,United States
Entry level,Full-time,0,Medium,Data Engineer,79161,United States,United States
Senior,Full-time,100,Large,Data Scientist,9255,India,Other
Mid/Intermediate level,Full-time,100,Large,BI Analyst,165482,United States,United States
Senior,Full-time,100,Medium,Data Engineer,72884,United States,United States
Entry level,Full-time,100,Large,BI Analyst,7355,Other,Brazil
Senior,Full-time,100,Medium,Data Engineer,232448,United States,United States
Senior,Full-time,100,Medium,BI Analyst,149966,United States,United States
Entry level,Full-time,50,Medium,AI Engineer,85695,Other,Other
Senior,Full-time,100,Medium,Data Engineer,113140,Other,Other
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,104119,United States,United States
Senior,Full-time,0,Medium,Data Engineer,289221,United States,United States
Mid/Intermediate level,Full-time,100,Medium,AI Engineer,18648,India,India
Senior,Full-time,0,Medium,Data Analyst,85695,United States,United States
Senior,Full-time,100,Medium,Data Scientist,212309,United States,United States
Senior,Full-time,0,Medium,ML Engineer,163989,United States,United States
Entry level,Full-time,0,Medium,BI Analyst,23819,Spain,Spain
Mid/Intermediate level,Full-time,50,Small,Data Engineer,80161,Other,United Kingdom
Mid/Intermediate level,Full-time,100,Medium,Data Analyst,128543,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Management,190886,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,65557,United States,United States
Senior,Full-time,100,Medium,Data Engineer,164424,United States,United States
Mid/Intermediate level,Full-time,100,Medium,BI Analyst,62606,Australia,Australia
Senior,Full-time,100,Medium,DS/AI Executive,158656,United States,United States
Senior,Full-time,0,Medium,Data Scientist,83553,United States,United States
Entry level,Full-time,50,Medium,Data Analyst,23138,Other,United States
Senior,Full-time,100,Medium,Data Engineer,115581,United States,United States
Entry level,Full-time,0,Medium,Data Analyst,58915,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,86277,Spain,Spain
Mid/Intermediate level,Full-time,0,Medium,AI Engineer,83260,Other,Other
Senior,Full-time,100,Medium,Data Analyst,114589,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Analyst,36977,Spain,Spain
Mid/Intermediate level,Full-time,50,Small,ML Engineer,77356,Other,Other
Senior,Full-time,0,Medium,Data Engineer,118118,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Architect,179425,United States,United States
Mid/Intermediate level,Full-time,100,Large,Data Scientist,60563,Other,Other
Senior,Full-time,100,Medium,Data Architect,182102,United States,United States
Senior,Full-time,100,Medium,Data Engineer,57844,United States,United States
Senior,Full-time,100,Medium,Data Scientist,318464,United States,United States
Senior,Full-time,100,Medium,Data Engineer,50555,United Kingdom,United Kingdom
Senior,Full-time,0,Medium,Data Engineer,173319,United States,United States
Mid/Intermediate level,Full-time,50,Medium,BI Analyst,123254,France,France
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,158891,United Kingdom,United Kingdom
Senior,Full-time,0,Medium,Data Scientist,121044,Canada,Canada
Senior,Full-time,100,Medium,Data Scientist,127257,United States,United States
Senior,Full-time,0,Medium,Data Engineer,188529,United States,United States
Senior,Full-time,100,Large,Data Scientist,249077,United States,United States
Senior,Full-time,0,Medium,Data Engineer,177697,United States,United States
Senior,Full-time,0,Medium,Data Scientist,256816,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Architect,114081,United States,United States
Mid/Intermediate level,Full-time,100,Large,Data Scientist,181631,United States,United States
Senior,Full-time,0,Medium,Data Engineer,113546,United States,United States
Senior,Full-time,100,Medium,DS/AI Executive,176425,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Architect,203526,United States,United States
Senior,Full-time,0,Medium,Data Scientist,112689,United States,United States
Senior,Full-time,0,Medium,Data Analyst,64271,United States,United States
Senior,Full-time,100,Medium,Data Analyst,96407,United States,United States
Mid/Intermediate level,Full-time,100,Large,Data Engineer,34574,Other,Other
Mid/Intermediate level,Full-time,50,Medium,Data Analyst,19432,India,Other
Executive level,Full-time,100,Medium,Data Engineer,276495,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,87667,United Kingdom,United Kingdom
Mid/Intermediate level,Full-time,0,Medium,Data Analyst,121384,Other,Other
Executive level,Full-time,50,Medium,DS/AI Executive,157873,Germany,Germany
Senior,Full-time,0,Medium,Data Analyst,151348,United States,United States
Mid/Intermediate level,Full-time,0,Medium,ML Engineer,149585,United States,United States
Senior,Full-time,0,Medium,Data Analyst,149966,United States,United States
Senior,Full-time,100,Medium,Data Analyst,47205,Other,Other
Entry level,Full-time,100,Medium,DS/AI Executive,52754,United States,United States
Senior,Full-time,50,Large,DS/AI Executive,65679,India,United States
Senior,Full-time,100,Medium,DS/AI Executive,96407,Other,Other
Senior,Full-time,100,Medium,Data Scientist,171218,United States,United States
Mid/Intermediate level,Full-time,100,Medium,AI/ML Researcher,128543,United States,United States
Senior,Full-time,100,Medium,BI Analyst,117831,United States,United States
Senior,Full-time,100,Medium,Data Engineer,161964,United States,United States
Senior,Full-time,0,Medium,Data Analyst,72223,United Kingdom,United Kingdom
Senior,Full-time,100,Medium,Data Scientist,190886,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,174068,United States,United States
Senior,Full-time,0,Medium,DS/AI Executive,107119,United States,United States
Senior,Full-time,0,Medium,Data Engineer,207660,United States,United States
Senior,Full-time,0,Medium,Data Engineer,176425,United States,United States
Senior,Full-time,0,Medium,Data Scientist,115558,United Kingdom,United Kingdom
Senior,Full-time,100,Medium,Data Architect,156180,United States,United States
Entry level,Full-time,100,Medium,Data Analyst,28219,Other,Other
Senior,Full-time,0,Large,Data Scientist,278509,United States,United States
Entry level,Full-time,0,Small,Data Scientist,60956,Germany,Germany
Mid/Intermediate level,Full-time,0,Medium,ML Engineer,62084,Other,Other
Executive level,Full-time,0,Medium,Data Engineer,114081,United States,United States
Mid/Intermediate level,Full-time,0,Medium,Data Engineer,135388,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,115688,United States,United States
Senior,Full-time,100,Medium,Data Scientist,254515,United States,United States
Senior,Full-time,100,Medium,Data Engineer,179317,United States,United States
Senior,Full-time,0,Medium,Data Analyst,133899,United States,United States
Senior,Full-time,100,Medium,Data Engineer,224146,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Scientist,37299,India,United States
Mid/Intermediate level,Full-time,50,Large,Data Scientist,167749,United States,United States
Entry level,Full-time,0,Large,AI Engineer,74983,India,Australia
Senior,Full-time,100,Medium,Data Engineer,160678,United States,United States
Senior,Full-time,100,Large,ML Engineer,151899,United States,United States
Senior,Full-time,100,Medium,Data Scientist,165606,United States,United States
Senior,Full-time,0,Medium,Data Analyst,130612,United States,United States
Senior,Full-time,0,Medium,Data Engineer,178889,United States,United States
Senior,Full-time,0,Medium,Data Scientist,143565,United States,United States
Senior,Full-time,0,Medium,ML Engineer,183816,United States,United States
Entry level,Full-time,100,Large,ML Engineer,24650,Other,Other
Senior,Full-time,0,Medium,AI/ML Researcher,294577,Germany,Germany
Mid/Intermediate level,Full-time,0,Medium,Data Scientist,94410,United Kingdom,United Kingdom
Senior,Full-time,0,Medium,Data Scientist,141140,United States,United States
Mid/Intermediate level,Full-time,50,Large,Data Analyst,57851,France,France
Mid/Intermediate level,Full-time,100,Medium,ML Engineer,192814,United States,United States
Senior,Full-time,100,Medium,ML Engineer,287370,Canada,Canada
Entry level,Full-time,50,Medium,Data Engineer,78935,Germany,Germany
Senior,Full-time,0,Medium,Data Analyst,204769,United States,United States
Entry level,Full-time,100,Small,Data Scientist,109012,United States,United States
Senior,Full-time,0,Medium,Data Engineer,185102,United States,United States
Senior,Full-time,100,Medium,Data Scientist,177697,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Engineer,107119,United States,United States
Senior,Full-time,100,Medium,Data Analyst,98219,United States,United States
Senior,Full-time,100,Medium,Data Architect,202455,United States,United States
Executive level,Full-time,0,Medium,Data Scientist,214238,United States,United States
Senior,Full-time,100,Medium,ML Engineer,271868,United States,United States
Mid/Intermediate level,Full-time,100,Medium,Data Scientist,86277,Germany,Germany
Executive level,Full-time,100,Medium,Data Engineer,156180,United States,United States
Senior,Full-time,0,Medium,Data Engineer,300790,United States,United States
Senior,Full-time,100,Medium,DS/AI Executive,318464,United States,United States
Mid/Intermediate level,Full-time,100,Medium,AI/ML Researcher,107119,United States,United States
Senior,Full-time,0,Medium,AI/ML Researcher,288643,United States,United States
Senior,Full-time,100,Medium,Data Engineer,228785,United States,United States
